EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,StandardHours,EmployeeCount,Over18,Attrition
1270,36,Male,Married,2,Medical,Sales,Sales Executive,4,Travel_Rarely,Yes,4626,11,0,4,1,5,1,1,1,0,2,2,1,2,4,2,3,80,1,Y,Yes
1271,47,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Frequently,No,3270,23,0,18,1,8,8,5,3,0,4,2,2,2,4,3,3,80,1,Y,No
1272,45,Female,Single,1,Medical,Human Resources,Manager,4,Travel_Rarely,No,1959,17,1,18,2,14,2,2,2,2,6,3,2,1,3,3,3,80,1,Y,No
1273,57,Female,Married,3,Human Resources,Research & Development,Healthcare Representative,2,Travel_Frequently,No,4994,12,2,10,5,15,15,0,0,3,4,4,1,3,3,1,3,80,1,Y,No
1274,35,Male,Divorced,2,Life Sciences,Sales,Manager,2,Travel_Rarely,No,6088,14,0,9,2,23,5,3,0,4,4,1,2,2,1,3,3,80,1,Y,No
1275,33,Female,Single,1,Life Sciences,Research & Development,Manager,2,Travel_Rarely,Yes,1769,19,1,11,7,20,1,1,1,1,3,1,2,3,1,4,3,80,1,Y,No
1276,48,Male,Married,3,Technical Degree,Sales,Manager,1,Travel_Rarely,No,4969,18,0,4,4,21,1,1,1,1,2,3,4,3,3,4,3,80,1,Y,No
1277,40,Male,Single,4,Medical,Sales,Sales Executive,4,Travel_Rarely,No,5288,20,1,4,3,19,4,4,4,2,6,2,2,2,3,2,3,80,1,Y,No
1278,48,Male,Single,5,Medical,Human Resources,Human Resources,3,Non-Travel,No,3524,12,0,7,4,22,22,0,0,2,0,4,2,2,2,4,3,80,1,Y,No
1279,43,Female,Single,3,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,6172,24,1,25,0,10,10,5,1,10,0,2,4,2,3,3,4,80,1,Y,No
1280,18,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,5,Travel_Rarely,No,4538,14,1,11,3,9,4,4,2,4,3,2,2,3,3,3,3,80,1,Y,No
1281,40,Male,Divorced,5,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,5824,14,1,7,0,16,2,2,0,2,5,2,2,3,4,3,3,80,1,Y,No
1282,39,Male,Married,2,Marketing,Research & Development,Healthcare Representative,2,Travel_Frequently,No,6771,12,0,13,2,8,5,2,2,5,6,1,3,2,2,2,3,80,1,Y,Yes
1283,38,Female,Single,2,Medical,Research & Development,Laboratory Technician,4,Travel_Frequently,No,6774,12,0,4,1,10,9,2,0,3,0,3,2,4,3,4,3,80,1,Y,No
1284,35,Male,Married,3,Medical,Sales,Manager,2,Travel_Rarely,No,9046,15,1,11,1,16,10,2,1,1,0,1,2,3,3,3,3,80,1,Y,No
1285,22,Male,Single,3,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,6020,21,1,4,3,19,2,2,2,1,2,2,2,3,2,2,3,80,1,Y,No
1286,44,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,3691,14,2,2,2,8,8,2,0,3,3,3,4,3,2,3,4,80,1,Y,No
1287,40,Female,Single,3,Life Sciences,Sales,Manager,2,Travel_Rarely,No,3331,25,1,8,1,16,7,1,0,3,3,1,1,4,2,3,3,80,1,Y,No
1288,46,Male,Single,2,Medical,Research & Development,Research Scientist,3,Travel_Rarely,No,2596,18,3,10,2,22,22,3,3,2,4,1,2,3,3,3,3,80,1,Y,No
1289,23,Female,Divorced,3,Life Sciences,Sales,Manager,1,Travel_Rarely,No,5381,14,0,5,2,18,18,7,4,8,0,3,3,3,3,3,3,80,1,Y,No
1290,41,Male,Single,3,Other,Sales,Manager,2,Non-Travel,Yes,10859,25,0,7,4,10,10,0,0,2,1,3,2,3,4,3,3,80,1,Y,No
1291,34,Male,Divorced,4,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Rarely,No,3963,25,0,10,2,12,8,8,7,1,5,4,2,4,4,3,3,80,1,Y,Yes
1292,38,Male,Married,5,Life Sciences,Sales,Sales Representative,2,Travel_Frequently,No,6436,18,0,13,0,22,2,0,0,0,2,1,4,3,2,3,4,80,1,Y,No
1293,34,Male,Single,3,Medical,Research & Development,Manufacturing Director,4,Travel_Rarely,No,3129,24,1,20,2,13,13,2,0,13,2,1,4,3,4,4,3,80,1,Y,No
1294,41,Female,Married,2,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,5524,15,1,3,0,14,3,3,0,3,6,1,4,4,4,1,3,80,1,Y,No
1295,35,Female,Married,3,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,10463,11,0,27,1,20,2,0,0,2,5,2,2,4,3,3,3,80,1,Y,No
1296,27,Female,Married,2,Human Resources,Sales,Sales Executive,1,Travel_Rarely,Yes,7418,24,1,9,1,25,3,3,2,3,5,3,4,2,1,4,4,80,1,Y,No
1297,37,Female,Single,5,Life Sciences,Sales,Manager,1,Travel_Rarely,Yes,1915,24,1,13,0,12,12,2,2,6,1,4,2,2,2,2,4,80,1,Y,Yes
1298,35,Male,Single,4,Medical,Sales,Sales Representative,1,Travel_Frequently,No,6921,19,1,10,4,1,1,0,0,1,4,3,1,2,4,4,3,80,1,Y,No
1299,36,Female,Divorced,3,Marketing,Research & Development,Healthcare Representative,3,Travel_Rarely,No,7113,18,0,2,1,18,4,4,1,1,1,2,3,4,3,2,3,80,1,Y,No
1300,18,Female,Married,4,Other,Research & Development,Manager,1,Travel_Rarely,No,5453,11,1,1,5,12,4,4,0,3,5,3,3,3,1,4,3,80,1,Y,No
1301,43,Male,Single,3,Life Sciences,Sales,Manager,2,Non-Travel,No,7335,22,0,11,2,4,0,0,0,0,6,4,1,2,3,3,4,80,1,Y,Yes
1302,34,Male,Divorced,1,Life Sciences,Human Resources,Manager,3,Travel_Rarely,No,2980,13,2,6,2,16,1,1,0,1,5,2,3,1,2,3,3,80,1,Y,No
1303,24,Male,Single,3,Medical,Sales,Sales Executive,3,Travel_Rarely,Yes,5104,13,3,10,2,25,12,1,0,12,1,3,4,2,4,4,3,80,1,Y,No
1304,45,Male,Single,3,Medical,Research & Development,Research Scientist,2,Travel_Rarely,Yes,9567,25,0,5,4,12,12,0,0,6,4,4,2,2,4,4,3,80,1,Y,No
1305,42,Male,Single,5,Technical Degree,Research & Development,Research Scientist,2,Travel_Frequently,No,9063,15,0,3,1,2,2,2,2,2,1,3,3,2,2,4,3,80,1,Y,No
1306,34,Female,Married,2,Human Resources,Human Resources,Human Resources,1,Travel_Frequently,No,6828,17,1,3,4,22,14,3,0,2,6,3,2,3,1,3,3,80,1,Y,No
1307,26,Female,Single,4,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,2893,11,0,11,2,11,10,10,2,2,4,2,2,1,2,3,3,80,1,Y,No
1308,38,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,No,2632,11,0,2,5,16,3,3,1,1,5,2,2,2,1,4,3,80,1,Y,No
1309,38,Male,Divorced,4,Human Resources,Research & Development,Manager,2,Travel_Frequently,No,5264,20,2,11,0,11,9,9,9,3,5,1,3,4,2,3,4,80,1,Y,No
1310,45,Male,Single,2,Human Resources,Research & Development,Laboratory Technician,1,Non-Travel,Yes,5477,23,0,4,2,22,22,18,2,0,5,3,2,4,4,3,3,80,1,Y,No
1311,33,Male,Married,3,Marketing,Sales,Sales Representative,3,Travel_Rarely,No,4627,16,0,13,1,16,4,2,2,4,0,1,4,2,2,4,4,80,1,Y,No
1312,47,Male,Married,4,Marketing,Human Resources,Manager,3,Travel_Frequently,No,3032,24,1,1,3,17,1,0,0,1,4,4,4,1,3,3,3,80,1,Y,No
1313,32,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,6388,15,0,2,2,19,19,0,0,10,5,4,4,3,1,3,3,80,1,Y,No
1314,24,Female,Divorced,3,Human Resources,Research & Development,Manufacturing Director,1,Travel_Rarely,No,5250,22,0,10,4,6,6,1,1,5,3,3,1,3,2,3,3,80,1,Y,No
1315,26,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5848,22,1,7,3,12,0,0,0,0,6,1,1,1,1,4,4,80,1,Y,No
1316,36,Male,Single,5,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,No,7016,23,0,2,3,17,5,0,0,1,3,1,3,2,3,3,3,80,1,Y,No
1317,36,Male,Married,4,Medical,Research & Development,Research Scientist,1,Travel_Rarely,Yes,4170,13,1,20,6,4,4,1,0,4,1,4,3,2,2,2,3,80,1,Y,No
1318,39,Male,Single,3,Marketing,Research & Development,Research Scientist,3,Non-Travel,No,3665,23,3,2,4,13,13,1,1,5,3,3,4,3,4,3,3,80,1,Y,No
1319,36,Male,Married,4,Medical,Sales,Sales Representative,2,Travel_Rarely,Yes,9552,13,2,4,3,21,5,0,0,1,4,3,4,4,2,4,3,80,1,Y,No
1320,45,Female,Single,3,Marketing,Sales,Sales Executive,1,Travel_Rarely,No,3119,14,0,2,5,24,2,1,0,0,0,2,3,4,3,3,3,80,1,Y,Yes
1321,34,Female,Single,5,Medical,Sales,Sales Representative,2,Travel_Rarely,No,3708,25,0,4,4,11,7,0,0,4,4,3,1,3,4,4,3,80,1,Y,No
1322,19,Female,Married,3,Life Sciences,Sales,Sales Representative,3,Travel_Frequently,No,10306,23,1,6,7,15,5,2,0,1,2,3,4,3,3,1,3,80,1,Y,Yes
1323,35,Female,Single,3,Life Sciences,Human Resources,Human Resources,4,Non-Travel,No,3539,21,1,3,1,14,1,0,0,1,1,3,1,3,3,3,3,80,1,Y,No
1324,18,Female,Married,1,Medical,Sales,Manager,4,Travel_Rarely,Yes,4632,20,2,13,6,5,5,5,1,5,5,3,1,3,1,2,3,80,1,Y,No
1325,39,Female,Single,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,Yes,3838,12,1,4,2,12,12,0,0,4,0,4,4,2,4,3,3,80,1,Y,No
1326,46,Female,Divorced,3,Medical,Research & Development,Research Scientist,3,Travel_Rarely,Yes,1685,23,0,11,3,22,0,0,0,0,1,2,3,3,3,3,3,80,1,Y,No
1327,28,Male,Single,3,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,Yes,4564,19,0,2,1,6,6,3,2,6,2,1,1,4,1,4,3,80,1,Y,No
1328,49,Male,Divorced,4,Human Resources,Research & Development,Laboratory Technician,2,Travel_Rarely,No,2680,23,1,4,3,3,3,2,0,3,3,3,2,3,2,2,3,80,1,Y,No
1329,44,Male,Married,5,Medical,Research & Development,Manager,2,Travel_Rarely,Yes,5725,22,2,1,0,5,2,2,0,2,2,1,1,4,3,1,3,80,1,Y,No
1330,47,Male,Divorced,1,Medical,Research & Development,Manufacturing Director,3,Travel_Frequently,No,9541,14,0,12,2,7,3,1,0,0,3,4,3,3,1,2,3,80,1,Y,No
1331,38,Female,Single,3,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,No,1301,20,1,8,3,16,2,0,0,1,1,3,2,3,3,2,3,80,1,Y,No
1332,28,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,5,Travel_Rarely,No,3850,13,0,15,2,21,12,5,5,0,1,4,4,1,2,3,3,80,1,Y,No
1333,44,Male,Married,2,Marketing,Sales,Sales Executive,2,Travel_Rarely,No,6447,20,1,5,3,21,2,2,2,1,5,3,2,3,3,4,3,80,1,Y,No
1334,31,Male,Married,3,Medical,Human Resources,Manager,5,Travel_Rarely,No,1326,21,0,14,1,16,9,9,0,9,5,1,3,4,2,3,3,80,1,Y,No
1335,38,Male,Married,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,10957,17,2,9,2,0,0,0,0,0,1,2,1,3,3,4,3,80,1,Y,No
1336,35,Male,Married,1,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,6172,23,1,1,2,21,21,2,1,5,5,4,2,2,2,3,3,80,1,Y,No
1337,47,Male,Married,1,Other,Sales,Sales Representative,5,Travel_Frequently,No,9413,19,2,2,5,16,6,2,0,2,4,1,3,2,3,4,3,80,1,Y,No
1338,43,Male,Single,4,Life Sciences,Research & Development,Manufacturing Director,4,Travel_Rarely,No,3503,22,3,6,0,8,8,4,0,6,0,3,4,3,4,1,3,80,1,Y,No
1339,36,Male,Single,3,Life Sciences,Sales,Manager,3,Travel_Rarely,No,3766,23,0,8,1,15,2,2,1,2,4,4,2,3,4,4,3,80,1,Y,No
1340,19,Male,Married,3,Life Sciences,Sales,Sales Representative,4,Travel_Rarely,No,4462,12,1,1,1,13,3,1,1,0,6,2,3,3,2,3,4,80,1,Y,No
1341,31,Male,Single,3,Marketing,Sales,Manager,3,Non-Travel,No,17728,24,2,10,1,7,1,1,0,1,6,2,4,4,3,3,3,80,1,Y,No
1342,43,Female,Single,2,Marketing,Research & Development,Laboratory Technician,2,Travel_Rarely,No,10838,16,1,7,3,18,18,1,1,3,2,3,2,3,3,3,3,80,1,Y,No
1343,39,Male,Single,2,Life Sciences,Human Resources,Manager,5,Non-Travel,No,5320,15,1,6,5,12,4,3,1,1,6,4,1,3,4,4,3,80,1,Y,No
1344,23,Male,Single,2,Life Sciences,Research & Development,Manufacturing Director,5,Travel_Rarely,No,5725,11,0,3,0,15,6,6,0,0,0,2,3,1,4,3,3,80,1,Y,No
1345,20,Female,Married,3,Medical,Research & Development,Manager,2,Travel_Rarely,No,7193,21,1,8,2,9,9,9,0,1,1,4,3,1,1,2,4,80,1,Y,No
1346,38,Male,Married,5,Life Sciences,Research & Development,Manager,2,Travel_Rarely,No,20000,17,0,1,1,3,3,3,2,3,1,3,1,3,1,3,3,80,1,Y,No
1347,27,Male,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,6183,11,1,1,2,13,8,1,1,0,1,4,2,4,3,4,3,80,1,Y,No
1348,28,Female,Married,2,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,5052,20,0,11,3,7,7,0,0,5,3,1,3,3,1,4,3,80,1,Y,No
1349,43,Male,Divorced,1,Life Sciences,Human Resources,Manager,3,Travel_Rarely,No,4011,19,0,3,2,15,8,0,0,2,2,1,4,3,4,3,3,80,1,Y,No
1350,47,Male,Married,3,Technical Degree,Sales,Sales Executive,5,Travel_Frequently,No,5658,14,0,3,2,19,4,4,0,1,4,4,2,1,4,2,3,80,1,Y,No
1351,30,Female,Divorced,3,Medical,Human Resources,Human Resources,2,Travel_Rarely,No,3455,24,0,2,1,3,3,2,1,3,5,4,1,4,4,4,3,80,1,Y,No
1352,36,Female,Divorced,3,Technical Degree,Research & Development,Laboratory Technician,3,Travel_Rarely,No,6618,18,0,5,0,6,1,1,0,1,2,2,3,4,1,4,3,80,1,Y,No
1353,36,Male,Married,2,Medical,Research & Development,Healthcare Representative,4,Travel_Rarely,No,2080,11,0,1,1,12,12,2,2,1,6,3,2,3,3,3,4,80,1,Y,No
1354,35,Female,Married,3,Other,Research & Development,Manager,1,Travel_Rarely,No,4203,15,0,3,1,10,6,2,0,6,3,4,2,1,3,3,3,80,1,Y,No
1355,37,Female,Single,3,Other,Research & Development,Manufacturing Director,3,Travel_Rarely,No,7637,13,1,6,0,4,4,3,0,1,3,1,3,3,4,3,3,80,1,Y,No
1356,43,Male,Single,4,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,No,6133,14,1,5,6,20,20,9,0,7,2,3,4,4,2,2,3,80,1,Y,Yes
1357,30,Female,Divorced,1,Life Sciences,Human Resources,Manager,3,Travel_Rarely,No,3723,22,1,29,5,7,0,0,0,0,3,4,4,3,2,4,4,80,1,Y,No
1358,23,Male,Divorced,2,Marketing,Research & Development,Healthcare Representative,3,Travel_Rarely,No,4276,14,2,4,1,16,13,6,2,0,5,2,2,3,1,4,4,80,1,Y,No
1359,52,Male,Married,3,Marketing,Sales,Sales Representative,3,Travel_Rarely,No,9147,18,0,4,1,40,40,1,1,3,0,2,4,1,2,2,3,80,1,Y,No
1360,46,Female,Divorced,2,Human Resources,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,2377,20,0,6,4,15,15,5,3,1,1,4,2,2,4,4,4,80,1,Y,No
1361,27,Male,Divorced,3,Medical,Human Resources,Human Resources,1,Travel_Rarely,No,2385,20,0,1,0,21,11,11,1,0,4,2,2,2,4,4,3,80,1,Y,No
1362,38,Female,Married,2,Medical,Sales,Sales Executive,3,Non-Travel,Yes,2813,23,2,18,3,3,3,1,0,0,3,1,4,4,4,3,4,80,1,Y,No
1363,46,Female,Married,1,Life Sciences,Research & Development,Manager,2,Travel_Frequently,No,4883,13,1,7,2,7,1,0,0,1,4,4,4,3,4,3,4,80,1,Y,No
1364,43,Female,Married,4,Medical,Research & Development,Manager,2,Travel_Rarely,No,2177,11,0,1,4,9,9,1,0,5,1,3,1,4,2,2,3,80,1,Y,No
1365,41,Male,Married,3,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Frequently,No,8706,15,0,14,0,2,2,1,1,2,5,4,1,2,3,2,3,80,1,Y,No
1366,35,Male,Single,2,Other,Sales,Manager,1,Non-Travel,Yes,2822,12,1,1,4,12,1,1,1,1,2,4,2,4,3,3,3,80,1,Y,No
1367,52,Female,Married,2,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,5622,23,0,29,1,10,10,0,0,1,6,1,3,4,3,1,3,80,1,Y,No
1368,38,Male,Married,4,Medical,Human Resources,Human Resources,3,Travel_Rarely,Yes,3472,21,1,18,2,2,2,0,0,2,5,1,4,2,2,4,3,80,1,Y,No
1369,32,Male,Married,3,Medical,Sales,Sales Executive,2,Travel_Rarely,No,4725,23,2,7,1,17,17,4,4,1,1,2,1,4,4,4,3,80,1,Y,Yes
1370,44,Female,Divorced,5,Life Sciences,Sales,Sales Representative,3,Travel_Frequently,No,1878,25,1,1,5,17,12,3,2,3,4,2,2,2,3,1,3,80,1,Y,No
1371,37,Male,Married,4,Technical Degree,Human Resources,Manager,2,Travel_Rarely,No,8962,24,2,2,5,14,13,2,2,8,0,3,2,2,3,1,3,80,1,Y,No
1372,40,Male,Single,4,Medical,Sales,Sales Executive,2,Travel_Rarely,No,2760,16,0,2,4,10,10,3,0,0,2,3,1,2,3,2,4,80,1,Y,No
1373,38,Male,Divorced,3,Life Sciences,Human Resources,Human Resources,4,Travel_Rarely,Yes,2592,14,1,2,4,14,14,5,1,14,3,3,4,4,1,4,3,80,1,Y,No
1374,41,Male,Married,4,Medical,Research & Development,Research Scientist,2,Travel_Frequently,No,20000,19,2,6,4,13,11,0,0,7,0,2,4,4,1,4,3,80,1,Y,No
1375,28,Male,Single,3,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,No,6853,17,1,26,4,6,6,3,0,5,1,2,2,2,4,3,4,80,1,Y,No
1376,23,Male,Married,4,Medical,Human Resources,Human Resources,3,Travel_Frequently,No,8755,12,1,5,2,9,2,2,1,2,4,3,1,3,3,4,3,80,1,Y,No
1377,49,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Frequently,No,6472,17,1,9,6,15,15,1,1,5,4,3,1,3,4,2,3,80,1,Y,No
1378,39,Female,Divorced,3,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,3746,20,2,10,1,12,12,5,0,12,4,1,3,4,2,3,4,80,1,Y,No
1379,43,Male,Married,3,Medical,Research & Development,Manager,1,Travel_Rarely,No,2243,24,0,18,3,23,4,4,1,4,1,3,2,2,4,3,3,80,1,Y,No
1380,21,Female,Single,3,Marketing,Research & Development,Manufacturing Director,5,Travel_Rarely,No,4108,18,0,1,2,13,0,0,0,0,2,1,3,3,4,3,3,80,1,Y,Yes
1381,46,Male,Married,3,Medical,Sales,Manager,2,Non-Travel,No,2732,13,0,4,2,18,7,4,0,3,3,2,2,3,2,3,3,80,1,Y,No
1382,32,Female,Divorced,3,Marketing,Research & Development,Manufacturing Director,1,Travel_Frequently,No,2833,13,2,13,3,18,0,0,0,0,0,3,2,1,3,2,4,80,1,Y,No
1383,29,Female,Married,5,Other,Human Resources,Human Resources,3,Non-Travel,No,1900,21,3,15,2,18,18,6,2,14,1,1,4,3,2,3,3,80,1,Y,No
1384,36,Male,Divorced,3,Technical Degree,Sales,Sales Representative,4,Travel_Rarely,Yes,5264,12,0,23,5,22,22,5,1,9,4,3,1,3,1,3,3,80,1,Y,No
1385,28,Female,Single,1,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,No,12632,22,0,10,1,22,1,1,0,1,3,2,4,2,3,3,3,80,1,Y,No
1386,36,Male,Divorced,3,Life Sciences,Research & Development,Manager,1,Travel_Rarely,Yes,6869,25,2,2,4,16,7,0,0,6,4,1,3,4,2,2,3,80,1,Y,Yes
1387,35,Male,Married,4,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,4612,11,0,6,1,18,0,0,0,0,1,1,4,1,4,2,3,80,1,Y,No
1388,46,Female,Married,4,Medical,Sales,Sales Representative,1,Travel_Frequently,No,4796,13,0,1,3,12,9,0,0,1,4,4,1,4,4,2,3,80,1,Y,No
1389,50,Female,Married,3,Technical Degree,Human Resources,Human Resources,3,Travel_Rarely,No,1000,20,0,9,3,7,2,1,0,2,1,3,4,2,3,3,4,80,1,Y,No
1390,50,Male,Divorced,1,Marketing,Research & Development,Manager,2,Travel_Rarely,Yes,3811,22,0,7,0,8,7,2,2,2,6,4,1,1,2,1,3,80,1,Y,Yes
1391,18,Female,Married,1,Medical,Sales,Sales Representative,2,Travel_Rarely,No,2088,21,1,9,2,22,3,3,0,3,4,3,4,2,1,4,3,80,1,Y,No
1392,28,Male,Divorced,2,Medical,Sales,Manager,3,Travel_Rarely,No,5327,17,0,23,5,10,1,1,0,1,1,3,3,4,4,2,4,80,1,Y,No
1393,18,Female,Married,2,Medical,Sales,Sales Executive,2,Travel_Rarely,No,4204,21,1,10,4,20,3,3,2,3,4,2,2,4,4,3,3,80,1,Y,No
1394,26,Male,Single,4,Other,Research & Development,Healthcare Representative,4,Travel_Rarely,No,2917,19,2,3,0,22,0,0,0,0,3,2,2,2,2,4,3,80,1,Y,No
1395,31,Female,Married,2,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Frequently,No,5256,24,0,1,2,18,6,6,6,0,3,2,4,2,2,1,3,80,1,Y,Yes
1396,40,Male,Married,3,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Rarely,No,5228,19,0,17,4,17,0,0,0,0,4,2,4,3,2,3,3,80,1,Y,No
1397,32,Female,Married,4,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,12224,23,2,1,5,24,5,0,0,0,4,3,4,3,4,3,3,80,1,Y,No
1398,32,Female,Married,3,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,Yes,7419,16,1,1,4,15,15,2,0,0,1,1,4,4,3,3,3,80,1,Y,No
1399,38,Male,Married,1,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Frequently,Yes,5598,24,0,2,1,12,12,3,3,3,1,2,4,1,1,3,3,80,1,Y,No
1400,21,Female,Divorced,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,2783,25,0,6,6,15,15,0,0,4,1,2,3,3,3,3,3,80,1,Y,No
1401,29,Female,Single,2,Life Sciences,Sales,Manager,2,Non-Travel,No,2581,16,0,1,2,17,17,6,2,0,2,2,1,3,1,1,4,80,1,Y,No
1402,32,Male,Single,3,Other,Sales,Sales Executive,2,Travel_Rarely,No,7039,21,1,25,3,10,0,0,0,0,4,3,1,4,3,4,3,80,1,Y,No
1403,35,Male,Divorced,4,Life Sciences,Sales,Manager,4,Travel_Rarely,No,4358,15,0,29,2,13,0,0,0,0,5,4,3,3,4,3,3,80,1,Y,No
1404,37,Male,Married,5,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,No,5707,25,1,29,3,15,5,0,0,0,4,2,2,2,4,2,3,80,1,Y,Yes
1405,50,Male,Married,1,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,8837,12,0,1,4,15,15,2,0,2,4,1,3,2,3,3,3,80,1,Y,No
1406,45,Male,Married,2,Medical,Research & Development,Healthcare Representative,3,Travel_Frequently,No,1982,17,1,26,2,25,25,3,2,5,4,2,2,3,2,1,3,80,1,Y,No
1407,30,Male,Married,3,Human Resources,Research & Development,Manufacturing Director,1,Travel_Rarely,No,11364,11,0,29,3,17,0,0,0,0,1,4,3,3,4,1,3,80,1,Y,No
1408,34,Male,Single,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,Yes,8792,16,1,25,8,3,3,1,1,0,6,1,2,4,4,1,4,80,1,Y,No
1409,34,Male,Married,3,Other,Research & Development,Research Scientist,5,Travel_Rarely,Yes,1432,24,0,10,2,11,1,1,0,1,6,3,3,3,3,4,3,80,1,Y,No
1410,32,Female,Divorced,1,Life Sciences,Human Resources,Human Resources,2,Travel_Frequently,No,20000,14,0,10,4,21,9,5,0,5,6,3,3,3,2,3,3,80,1,Y,No
1411,39,Female,Married,3,Other,Sales,Sales Representative,3,Travel_Frequently,No,5960,13,1,1,4,8,7,5,0,2,6,1,1,3,1,4,3,80,1,Y,Yes
1412,20,Female,Single,4,Medical,Sales,Sales Representative,2,Travel_Rarely,No,3688,25,1,18,4,7,0,0,0,0,1,2,4,3,2,3,3,80,1,Y,No
1413,44,Male,Divorced,5,Medical,Sales,Sales Executive,1,Travel_Rarely,No,6710,21,1,1,4,20,4,0,0,4,2,2,3,2,1,4,3,80,1,Y,No
1414,52,Male,Married,4,Life Sciences,Sales,Sales Representative,1,Travel_Frequently,No,2733,23,1,3,3,8,8,0,0,7,6,4,4,1,1,2,3,80,1,Y,No
1415,34,Male,Single,1,Medical,Research & Development,Manufacturing Director,2,Travel_Frequently,Yes,6820,11,0,29,4,10,10,5,0,1,1,3,2,3,2,3,4,80,1,Y,No
1416,34,Female,Divorced,3,Marketing,Human Resources,Human Resources,2,Travel_Rarely,No,3053,24,1,4,3,4,0,0,0,0,5,3,1,2,4,3,3,80,1,Y,No
1417,38,Male,Single,3,Life Sciences,Sales,Manager,2,Travel_Rarely,No,16518,16,0,1,2,16,15,0,0,4,4,3,1,2,3,3,4,80,1,Y,Yes
1418,46,Male,Divorced,5,Life Sciences,Sales,Sales Executive,5,Travel_Frequently,No,5095,23,0,29,1,5,5,0,0,0,4,3,1,2,2,4,3,80,1,Y,No
1419,34,Female,Married,5,Other,Research & Development,Healthcare Representative,1,Travel_Rarely,No,7258,17,1,29,0,20,11,5,1,11,6,3,1,2,1,1,3,80,1,Y,No
1420,45,Male,Married,5,Medical,Human Resources,Human Resources,2,Travel_Rarely,No,3066,21,2,1,2,11,11,3,3,2,0,1,1,1,4,4,3,80,1,Y,No
1421,41,Female,Married,4,Human Resources,Research & Development,Research Scientist,2,Travel_Frequently,No,8021,11,1,18,4,19,1,1,1,1,1,2,4,3,3,4,3,80,1,Y,Yes
1422,58,Female,Single,3,Marketing,Research & Development,Manager,5,Travel_Rarely,No,4877,21,1,4,1,20,0,0,0,0,0,1,4,3,4,3,3,80,1,Y,No
1423,34,Male,Married,3,Life Sciences,Sales,Sales Representative,2,Travel_Frequently,No,2106,11,3,4,1,8,8,0,0,0,4,3,4,3,3,4,4,80,1,Y,No
1424,19,Female,Divorced,5,Life Sciences,Sales,Manager,3,Travel_Rarely,No,4258,17,0,2,1,11,1,1,1,0,1,1,4,3,1,2,3,80,1,Y,No
